,href formula,href
0,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf
1,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf
2,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf
3,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.07.R-Thomson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.07.R-Thomson.pdf
4,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.04-Simpson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.04-Simpson.pdf
5,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.02-Johnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.02-Johnson.pdf
6,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.30-Higgins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.30-Higgins.pdf
7,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.28-Jordan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.28-Jordan.pdf
8,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.27-Selwood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.27-Selwood.pdf
9,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.12-Beloushi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.12-Beloushi.pdf
10,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf
11,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06-Rozada.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06-Rozada.pdf
12,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.03-Raab.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.03-Raab.pdf
13,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.d-Ericson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.d-Ericson.pdf
14,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.c-Plett.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.c-Plett.pdf
15,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.b-Dyar.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.b-Dyar.pdf
16,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.a-Dubosc.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.a-Dubosc.pdf
17,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.27-NZ.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.27-NZ.pdf
18,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.26-Cavelli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.26-Cavelli.pdf
19,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.22-Gonsalves.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.22-Gonsalves.pdf
20,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.20-PawleysIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.20-PawleysIsland.pdf
21,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.b-Volusia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.b-Volusia.pdf
22,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.a Brouwer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.a Brouwer.pdf
23,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.14-Baboo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.14-Baboo.pdf
24,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.13-Perry.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.13-Perry.pdf
25,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.b-Keyton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.b-Keyton.pdf
26,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.a-Protea.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.a-Protea.pdf
27,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.11-Oosterveld.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.11-Oosterveld.pdf
28,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.b-Melbourne.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.b-Melbourne.pdf
29,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.a-Orr.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.a-Orr.pdf
30,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.07-Stephens.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.07-Stephens.pdf
31,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.05-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.05-NSB.pdf
32,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.b-Kleiden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.b-Kleiden.pdf
33,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.a-Taylor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.a-Taylor.pdf
34,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.27-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.27-NSB.pdf
35,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.19-Fernandez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.19-Fernandez.pdf
36,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.18-Correira.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.18-Correira.pdf
37,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.09-Keywood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.09-Keywood.pdf
38,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.25-WesternAustralia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.25-WesternAustralia.pdf
39,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.24-Mandurah,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.24-Mandurah
40,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.21-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.21-Reunion.pdf
41,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.17-Dickson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.17-Dickson.pdf
42,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.11-MelbourneBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.11-MelbourneBeach.pdf
43,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.b-Brazil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.b-Brazil.pdf
44,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.a-Umhlanga-kayak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.a-Umhlanga-kayak.pdf
45,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.b-Boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.b-Boat.pdf
46,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.a-Vonk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.a-Vonk.pdf
47,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.22-VeroBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.22-VeroBeach.pdf
48,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.21-MurrayIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.21-MurrayIsland.pdf
49,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.b-Clairview.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.b-Clairview.pdf
50,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.a-JensenBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.a-JensenBeach.pdf
51,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.09-Moore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.09-Moore.pdf
52,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.08.R-KerryDaniel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.08.R-KerryDaniel.pdf
53,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.05-Brevard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.05-Brevard.pdf
54,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.03-Collins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.03-Collins.pdf
55,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.27-Davis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.27-Davis.pdf
56,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.24-Ningaloo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.24-Ningaloo.pdf
57,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.19-Swart.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.19-Swart.pdf
58,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.14-Roberts.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.14-Roberts.pdf
59,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.11-Garthwait.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.11-Garthwait.pdf
60,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.10-Mills.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.10-Mills.pdf
61,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.06-Phillips.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.06-Phillips.pdf
62,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.01-Rowland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.01-Rowland.pdf
63,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.28-Fisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.28-Fisherman.pdf
64,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.14-Zawacki.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.14-Zawacki.pdf
65,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.30-Adams.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.30-Adams.pdf
66,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.29-Shoup.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.29-Shoup.pdf
67,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.24-Fitzpatrick.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.24-Fitzpatrick.pdf
68,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.21-Hookipa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.21-Hookipa.pdf
69,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.15-Hallam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.15-Hallam.pdf
70,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.14-Maui.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.14-Maui.pdf
71,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.13.R-Breach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.13.R-Breach.pdf
72,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.12-SenecaRus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.12-SenecaRus.pdf
73,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.10-Tanner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.10-Tanner.pdf
74,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.02-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.02-NSB.pdf
75,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.01-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.01-NSB.pdf
76,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.26-Allen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.26-Allen.pdf
77,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.c-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.c-NSB.pdf
78,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.b-Luciano.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.b-Luciano.pdf
79,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.a-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.a-NSB.pdf
80,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.b-Yuma.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.b-Yuma.pdf
81,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.a-Angiolella.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.a-Angiolella.pdf
82,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.16-BellsBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.16-BellsBeach.pdf
83,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.15.R-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.15.R-boat.pdf
84,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.11-PonteVedra.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.11-PonteVedra.pdf
85,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.07-Bagnol.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.07-Bagnol.pdf
86,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.06-Jewell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.06-Jewell.pdf
87,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.b-Williams.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.b-Williams.pdf
88,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.a-Penman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.a-Penman.pdf
89,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.04-Moore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.04-Moore.pdf
90,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.01-McQuillen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.01-McQuillen.pdf
91,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.00-Breach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.00-Breach.pdf
92,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.b-Cumiskey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.b-Cumiskey.pdf
93,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.a-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.a-NSB.pdf
94,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.27-Chardard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.27-Chardard.pdf
95,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.25-Cassetty.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.25-Cassetty.pdf
96,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.07-Stoch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.07-Stoch.pdf
97,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.06-Baxter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.06-Baxter.pdf
98,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.04-Tyler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.04-Tyler.pdf
99,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.29-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.29-Spain.pdf
100,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.28.R-Franz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.28.R-Franz.pdf
101,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.28-Watkins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.28-Watkins.pdf
102,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.27-Sapp.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.27-Sapp.pdf
103,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.26-Ballina.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.26-Ballina.pdf
104,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.24-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.24-Japan.pdf
105,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.23.b-Critchlow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.23.b-Critchlow.pdf
106,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.23.a-Cutbirth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.23-Cutbirth.pdf
107,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.20-Burck.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.20-Burck.pdf
108,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.17-Gulf.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.17-Gulf.pdf
109,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.16.b-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.16.b-NSB.pdf
110,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.16.a-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.16.a-NSB.pdf
111,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.15.b-Frees.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.15.b-Frees.pdf
112,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.15.a-MyrtleBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.15.a-MyrtleBeach.pdf
113,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.14.R-TigerBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.14.R-TigerBeach.pdf
114,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.08.R-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.08.R-Spain.pdf
115,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.08-CapitolaBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.08-CapitolaBoat.pdf
116,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.07.b-Brissom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.07.b-Brissom.pdf
117,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.07.a-PoeBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.07.a-PoeBoat.pdf
118,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.06-Njwoman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.06-Njwoman.pdf
119,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.04-Oliver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.04-Oliver.pdf
120,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.27-Sullivans.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.27-Sullivans.pdf
121,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.25-AtlanticBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.25-AtlanticBeach.pdf
122,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.24-Velez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.24-Velez.pdf
123,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.23-Rysport.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.23-Rysport.pdf
124,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.21.b-Schott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.21.b-Schott.pdf
125,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.21.a-SatelliteBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.21.a-SatelliteBeach.pdf
126,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.15.b-Kauai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.15.b-Kauai.pdf
127,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.15.a-Vale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.15.a-Vale.pdf
128,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.14-Melton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.14-Melton.pdf
129,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.11-Bowen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.11-Bowen.pdf
130,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.07-Oneill.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.07-Oneill.pdf
131,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.05.b-Flagler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.05.b-Flagler.pdf
132,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.05.a-Collyer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.05.a-Collyer.pdf
133,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.04-Qader.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.04-Qader.pdf
134,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.02.b-Matigan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.02.b-Matigan.pdf
135,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.02.a-Pierre.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.02.a-Pierre.pdf
136,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.31-Gerring.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.31-Gerring.pdf
137,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.29.b-Corona.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.29.b-Corona.pdf
138,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.29.a-Neptune.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.29.a-Neptune.pdf
139,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.22-Marcus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.22-Marcus.pdf
140,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.21.b-Magee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.21.b-Magee.pdf
141,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.21.a-Girl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.21.a-Girl.pdf
142,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.18-Wilson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.18-Wilson.pdf
143,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.15-Boca.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.15-Boca.pdf
144,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.03-Maui.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.03-Maui.pdf
145,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.02-NZ-pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.02-NZ-pdf
146,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.25-Boarman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.25-Boarman.pdf
147,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.23-Beardall.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.23-Beardall.pdf
148,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.22-Manson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.22-Manson.pdf
149,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.19-Kedem.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.19-Kedem.pdf
150,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.18-Tokoragi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.18-Tokoragi.pdf
151,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.13-Senkowicz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.13-Senkowicz.pdf
152,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.09-Malignon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.09-Malignon.pdf
153,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.08-CapeVerde.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.08-CapeVerde.pdf
154,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.07.b-Lester.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.07.b-Lester.pdf
155,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.07.a-Trinidad.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.07.a-Trinidad.pdf
156,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.31-Orr.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.31-Orr.pdf
